filename,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32
pin_stand_246361042113180163.jpg,0.034838,-0.890027,-4.48457,0.9997,0.101374,-0.967274,-4.36097,0.9993,0.143582,-0.967274,-4.363991,0.9992,0.182841,-0.965968,-4.364561,0.9994,-0.037147,-0.96893,-4.377014,0.9996,-0.079094,-0.969818,-4.381194,0.9997,-0.121855,-0.970732,-4.384745,0.9998,0.216083,-0.940841,-3.202014,0.9997,-0.182866,-0.949437,-3.263223,0.9996,0.10776,-0.811742,-3.974174,0.9997,-0.043671,-0.811232,-4.011787,0.9997,0.58422,-0.47305,-2.006862,0.9998,-0.6113,-0.52695,-1.988072,0.9997,0.654531,0.085329,-0.770768,0.8054,-0.820829,0.029098,-0.862481,0.7966,0.237333,0.370519,-0.570366,0.115,-0.398139,0.405174,-0.686233,0.183,0.157443,0.468345,-0.681657,0.0793,-0.251938,0.504382,-0.857279,0.1329,0.125561,0.421952,-0.896199,0.0836,-0.204844,0.459313,-1.002956,0.1368,0.124077,0.376504,-0.625524,0.0821,-0.230341,0.414471,-0.724433,0.1254,0.395413,0.488942,0.009697,0.999,-0.368333,0.511058,-0.009916,0.9993,0.35309,1.351251,-0.432125,0.5215,-0.464095,1.337675,-0.665484,0.5745,0.275064,2.085449,1.530588,0.0966,-0.387166,2.068495,1.073881,0.203,0.265183,2.166626,1.673867,0.0546,-0.357181,2.172429,1.211139,0.093,0.144172,2.337986,0.585345,0.058,-0.409844,2.306108,0.090919,0.0946
pin_stand_253186810295160359.jpg,0.00878,-0.91806,-0.886839,0.9999,0.071613,-1.017974,-0.79401,0.9998,0.105433,-1.016675,-0.794895,0.9995,0.136998,-1.015694,-0.795263,0.9996,-0.042938,-1.027323,-0.814242,0.9999,-0.086833,-1.024521,-0.816325,0.9999,-0.125491,-1.01796,-0.817599,1.0,0.184064,-0.965166,-0.230968,0.9997,-0.175965,-0.946606,-0.330751,1.0,0.068609,-0.809943,-0.657886,0.9999,-0.092307,-0.803439,-0.698675,1.0,0.350593,-0.524062,-0.018811,0.9999,-0.37947,-0.475938,0.034045,1.0,0.353284,0.094698,-0.356748,0.9799,-0.380863,0.168575,0.167469,0.98,0.22042,-0.551661,-0.874477,0.9765,-0.480831,0.773215,-0.012414,0.9863,0.142798,-0.680481,-0.993834,0.9364,-0.519145,0.952715,-0.074216,0.96,0.221915,-0.761792,-0.972234,0.9278,-0.482763,0.970009,-0.18377,0.9609,0.220317,-0.713633,-0.870364,0.8964,-0.451988,0.908562,-0.059153,0.9553,0.220303,0.500763,-0.018643,0.9989,-0.191427,0.499237,0.017329,0.9996,0.263324,1.377201,-0.152159,0.069,-0.20181,1.379398,0.034986,0.013,0.312602,1.938359,0.60855,0.003,-0.107183,1.931451,1.049265,0.0016,0.313096,2.003646,0.6731,0.0023,-0.093217,2.000526,1.136313,0.0014,0.255243,2.185107,0.388261,0.0026,-0.091756,2.165095,0.852491,0.0012
pin_stand_259097784807154918.jpg,-0.153355,-0.873535,-0.500913,1.0,-0.072855,-0.947843,-0.444905,1.0,-0.02655,-0.950836,-0.446821,1.0,0.016165,-0.952221,-0.446438,1.0,-0.191188,-0.932926,-0.362637,1.0,-0.22099,-0.928245,-0.365981,1.0,-0.241342,-0.924246,-0.36718,1.0,0.099773,-0.918857,-0.015176,1.0,-0.231863,-0.894859,0.382548,0.9999,-0.034586,-0.799814,-0.302565,1.0,-0.175237,-0.803647,-0.209267,1.0,0.45541,-0.544426,0.087268,1.0,-0.433164,-0.455574,1.005711,1.0,0.968105,-0.160039,0.183068,0.9947,-0.768177,-0.035058,1.13772,0.932,0.607015,0.213036,-0.383547,0.9941,-0.653638,0.277428,0.346959,0.9718,0.545109,0.314368,-0.585144,0.9905,-0.636776,0.409575,0.139248,0.9612,0.439911,0.26981,-0.690861,0.9906,-0.564767,0.36337,-0.02037,0.9624,0.439039,0.242857,-0.411175,0.9851,-0.536874,0.315943,0.253228,0.9504,0.25913,0.489911,-0.33137,1.0,-0.281376,0.510089,0.329535,0.9999,0.529962,1.29316,-0.382882,0.975,-0.287366,1.320627,0.40149,0.8481,0.826142,2.119187,-0.365035,0.9697,-0.353853,2.087459,0.713959,0.9039,0.803532,2.230304,-0.434522,0.682,-0.229834,2.217329,0.701779,0.6487,0.870694,2.374016,-1.382197,0.9547,-0.729142,2.281981,0.033785,0.9004
pin_stand_263179171969939473.jpg,0.14414,-0.930756,-1.290546,1.0,0.19508,-0.989564,-1.027755,1.0,0.229243,-0.981604,-1.029896,0.9999,0.268575,-0.973008,-1.030374,1.0,0.080396,-1.019079,-1.13057,1.0,0.024954,-1.027892,-1.133852,1.0,-0.029883,-1.032267,-1.135675,1.0,0.249636,-0.936507,0.30313,1.0,-0.141584,-1.004303,-0.177068,1.0,0.167631,-0.854052,-0.77196,1.0,0.028045,-0.871196,-0.929121,1.0,0.445993,-0.484654,1.031722,1.0,-0.577592,-0.515346,0.292514,1.0,0.527955,-0.003921,1.666726,0.9783,-0.848198,-0.023697,0.276648,0.9958,0.731105,0.362172,0.619343,0.9886,-0.759232,0.437837,-0.923717,0.9959,0.784176,0.488029,0.351704,0.9811,-0.777839,0.589038,-1.325366,0.9918,0.799015,0.472035,-0.013619,0.9843,-0.684709,0.569358,-1.581842,0.9927,0.753678,0.429871,0.449021,0.9807,-0.645571,0.526528,-1.057365,0.989,0.377208,0.498477,0.191926,0.9996,-0.24561,0.501523,-0.194303,0.9997,0.189342,1.39153,-0.236838,0.7563,-0.488024,1.416051,-1.06798,0.817,0.051396,1.946508,2.004286,0.1789,-0.371695,1.987143,1.003296,0.2676,-0.004148,2.065078,2.182474,0.0839,-0.336118,2.065535,1.177324,0.0929,-0.050866,2.240794,1.213546,0.1477,-0.330462,2.215151,0.134443,0.171
pin_stand_26317979062890666.jpg,0.007487,-0.864215,-2.702472,1.0,0.050109,-0.929915,-2.449777,1.0,0.097075,-0.927411,-2.452049,1.0,0.130769,-0.92606,-2.451373,1.0,-0.068085,-0.933939,-2.56473,1.0,-0.107152,-0.935321,-2.568755,1.0,-0.147579,-0.937288,-2.570649,1.0,0.132774,-0.899436,-0.961114,1.0,-0.222567,-0.923065,-1.494603,1.0,0.058262,-0.796107,-2.097953,1.0,-0.074369,-0.80327,-2.272848,1.0,0.377833,-0.485459,0.471546,1.0,-0.556635,-0.514541,-0.76277,1.0,0.789925,-0.046163,1.305828,0.9675,-1.259773,-0.049929,-0.784801,0.9876,0.661293,0.139288,0.006368,0.9859,-0.632547,0.269876,-2.062398,0.9699,0.537592,0.208267,-0.304736,0.9755,-0.463817,0.301645,-2.525413,0.935,0.519294,0.127543,-0.572739,0.9777,-0.430298,0.260425,-2.583074,0.9368,0.532499,0.093777,-0.115612,0.9671,-0.462526,0.249789,-2.106021,0.9023,0.385318,0.498533,0.459604,0.9999,-0.206516,0.501467,-0.46248,0.9999,0.323451,1.432038,0.191051,0.9475,-0.53114,1.40952,-0.995854,0.9689,0.101425,2.334972,1.516154,0.9342,-0.993724,2.314703,0.013904,0.9709,0.031814,2.429285,1.563113,0.6521,-1.015676,2.395734,0.048834,0.6353,0.090878,2.623627,-0.212756,0.9154,-0.96879,2.629078,-1.840564,0.9441
pin_stand_271341946295434857.jpg,0.00751,-0.896102,-3.438339,1.0,0.087432,-0.971641,-3.277959,1.0,0.124154,-0.970745,-3.280715,1.0,0.166558,-0.969067,-3.280489,1.0,-0.045337,-0.973888,-3.307347,1.0,-0.091307,-0.975311,-3.311167,1.0,-0.122283,-0.97784,-3.31303,1.0,0.202101,-0.954641,-2.084762,1.0,-0.184304,-0.964225,-2.206157,1.0,0.08994,-0.828619,-2.937219,1.0,-0.054164,-0.83261,-2.993912,1.0,0.513281,-0.499214,-1.037565,1.0,-0.495881,-0.500786,-1.258029,1.0,0.598778,0.110301,-0.457773,0.9961,-0.606725,0.103508,-0.97181,0.9759,0.60126,0.592945,-1.409404,0.9968,-0.596588,0.636672,-1.867004,0.976,0.599584,0.752221,-1.706258,0.9925,-0.583823,0.805984,-2.206574,0.9568,0.55509,0.75026,-2.084332,0.9936,-0.540423,0.806205,-2.550187,0.9613,0.533348,0.696982,-1.568067,0.991,-0.506615,0.746363,-2.029257,0.9482,0.274801,0.503316,0.108467,0.9999,-0.2922,0.496684,-0.111009,0.9999,0.214369,1.450669,-0.230291,0.9599,-0.289613,1.461826,-0.457913,0.9317,0.178208,2.420806,-0.077441,0.953,-0.323009,2.432164,-0.369869,0.9386,0.109107,2.555255,-0.164882,0.7343,-0.234544,2.565625,-0.442267,0.6143,0.184851,2.654156,-1.800426,0.9606,-0.301577,2.659138,-2.058184,0.9387
pin_stand_27162403997444130.jpg,-0.082011,-0.913726,-2.273121,0.9999,-0.059468,-0.964677,-2.109455,0.9996,-0.021048,-0.968557,-2.112332,0.9996,0.013965,-0.972307,-2.112073,0.9997,-0.169861,-0.949743,-2.102449,0.9998,-0.21095,-0.940933,-2.105723,0.9998,-0.241517,-0.930393,-2.107641,0.9998,0.074044,-0.937168,-1.128574,0.9997,-0.281756,-0.875106,-1.071628,0.9994,0.006893,-0.85687,-1.880413,0.9999,-0.141267,-0.82149,-1.882752,0.9998,0.488609,-0.535408,-0.496086,1.0,-0.480932,-0.464592,-0.369864,0.9999,0.717051,-0.02906,-0.027814,0.9651,-0.783464,-0.022948,-0.289661,0.8937,0.912894,0.425189,-0.603697,0.9638,-1.141074,0.341949,-1.352571,0.9489,0.949427,0.575337,-0.768192,0.9298,-1.262324,0.449743,-1.601154,0.9166,0.95071,0.589969,-1.09438,0.9401,-1.287037,0.459906,-1.971926,0.9266,0.915728,0.544726,-0.735585,0.9299,-1.225712,0.43499,-1.53871,0.9211,0.29838,0.52092,0.02178,0.9999,-0.306057,0.47908,-0.024492,0.9999,0.073609,1.338832,-0.212241,0.692,-0.227789,1.295943,-0.452391,0.6347,-0.183375,1.99566,0.920178,0.7721,-0.153376,1.978964,0.981547,0.6581,-0.282306,2.098021,0.961565,0.4404,-0.139717,2.057074,1.078602,0.2551,-0.113706,2.301879,-0.19389,0.7729,-0.141178,2.260404,0.003567,0.6304
pin_stand_2744449767746215.png,-0.011714,-0.968072,-3.012646,1.0,0.060722,-1.035221,-2.82885,1.0,0.105822,-1.03119,-2.832191,1.0,0.139128,-1.030233,-2.831492,1.0,-0.098362,-1.036843,-2.85006,1.0,-0.143745,-1.034387,-2.854047,1.0,-0.182532,-1.032174,-2.8559,1.0,0.16545,-0.99353,-1.707313,1.0,-0.245881,-0.994721,-1.789595,1.0,0.079139,-0.884847,-2.563888,1.0,-0.099924,-0.885451,-2.610538,1.0,0.535701,-0.491963,-0.850348,1.0,-0.563052,-0.508037,-1.013141,1.0,0.678561,0.066435,-0.512624,0.9819,-0.794397,0.040421,-0.727794,0.9868,0.815716,0.542139,-1.648717,0.9918,-0.909103,0.563286,-1.638115,0.9936,0.820559,0.709996,-1.928638,0.9849,-0.964059,0.727856,-1.941756,0.9866,0.798208,0.704415,-2.285999,0.9869,-0.893796,0.729485,-2.284333,0.9882,0.764811,0.646738,-1.799083,0.9822,-0.845511,0.683846,-1.8022,0.9839,0.358498,0.520786,0.176339,1.0,-0.331147,0.479214,-0.179992,1.0,0.075344,1.458625,0.318902,0.9073,-0.201841,1.451005,-0.921056,0.966,-0.051753,2.195008,1.79953,0.9117,-0.293578,2.361952,-0.083669,0.9738,-0.13048,2.265673,1.870106,0.5525,-0.301297,2.438912,-0.054965,0.646,0.040509,2.560138,0.654212,0.9343,-0.05413,2.747245,-1.448179,0.9705
pin_stand_2744449768851274.jpg,-0.008041,-0.872256,-2.550826,1.0,0.043434,-0.933424,-2.372258,0.9999,0.083007,-0.932259,-2.374698,0.9999,0.111293,-0.93207,-2.374153,0.9999,-0.056321,-0.934136,-2.410906,1.0,-0.089411,-0.933814,-2.413868,1.0,-0.119505,-0.934363,-2.415427,1.0,0.152829,-0.905918,-1.262699,0.9999,-0.176622,-0.910503,-1.438942,0.9999,0.056758,-0.807581,-2.103281,1.0,-0.06168,-0.803523,-2.171527,1.0,0.451248,-0.469477,-0.464645,1.0,-0.490596,-0.530523,-0.759824,1.0,0.571404,0.071625,-0.109233,0.989,-0.644044,-0.01313,-0.796096,0.9786,0.681442,0.51702,-1.174305,0.9949,-0.653902,0.444245,-1.96447,0.9856,0.705246,0.653064,-1.446729,0.9908,-0.679211,0.576396,-2.339396,0.9748,0.675222,0.656528,-1.798299,0.9924,-0.646423,0.568142,-2.599713,0.9781,0.634258,0.612338,-1.327963,0.9887,-0.614021,0.520699,-2.103511,0.9686,0.303126,0.487064,0.131501,0.9999,-0.263777,0.512936,-0.1335,0.9999,0.195087,1.307731,-0.229459,0.9552,-0.463766,1.252002,-1.041876,0.967,0.083703,2.029092,1.026114,0.9565,-0.544664,1.995837,0.235516,0.9601,0.040932,2.123417,1.074323,0.6603,-0.528916,2.089755,0.308,0.6264,0.058943,2.22542,-0.34868,0.9586,-0.558593,2.266647,-1.094785,0.9522
pin_stand_281543721686660.jpg,-0.181484,-0.959026,-2.05302,0.9999,-0.125271,-1.007472,-1.938941,0.9998,-0.090778,-1.009228,-1.94159,0.9998,-0.054076,-1.007528,-1.941123,0.9999,-0.220387,-0.989936,-1.903782,0.9999,-0.254315,-0.97755,-1.906923,0.9999,-0.284518,-0.965962,-1.908442,0.9999,0.029163,-0.962424,-1.206714,0.9999,-0.273451,-0.916754,-1.022013,0.9996,-0.089728,-0.896229,-1.755186,0.9999,-0.205777,-0.872006,-1.720507,0.9999,0.447468,-0.537035,-0.613931,1.0,-0.441681,-0.462965,-0.483857,0.9999,0.559953,-0.002177,-0.366646,0.9881,-0.589441,0.069374,-0.397565,0.929,0.622889,0.433984,-1.265251,0.9913,-0.916806,0.45602,-1.33601,0.9008,0.647192,0.581548,-1.492603,0.9844,-1.019309,0.600751,-1.587414,0.8548,0.604271,0.568889,-1.792,0.9864,-1.037728,0.604375,-1.901465,0.8715,0.57171,0.521451,-1.393264,0.9812,-0.984975,0.558793,-1.499263,0.864,0.270457,0.500789,0.115198,1.0,-0.276244,0.499211,-0.117235,1.0,0.637262,1.244634,-0.652034,0.9845,-0.19738,1.294903,-0.542857,0.9772,0.358666,1.956838,0.588932,0.9774,-0.093743,2.035488,0.451448,0.9808,0.221707,2.045631,0.645731,0.7937,-0.04132,2.111614,0.501624,0.7305,0.512744,2.254748,-0.499575,0.9747,-0.006971,2.263139,-0.654551,0.973
pin_stand_281543723597210.jpg,-0.077662,-0.867926,-2.216876,0.9999,0.021314,-0.945692,-2.027853,0.9998,0.084961,-0.943953,-2.029975,0.9997,0.127201,-0.940939,-2.02953,0.9998,-0.147376,-0.946623,-2.05154,0.9999,-0.195945,-0.946226,-2.055224,0.9999,-0.239613,-0.944373,-2.05663,1.0,0.179582,-0.910381,-0.815477,0.9997,-0.252047,-0.923959,-0.932573,0.9999,0.020857,-0.796514,-1.720725,0.9999,-0.173641,-0.813546,-1.780276,1.0,0.465933,-0.519155,-0.033047,1.0,-0.526238,-0.480845,-0.253686,1.0,0.521744,-0.037904,-1.232508,0.9707,-0.726175,0.078192,-0.172836,0.9434,0.120774,-0.496327,-3.506628,0.9849,-0.999102,0.601444,-1.114544,0.9835,-0.023186,-0.612772,-3.987216,0.9659,-1.107558,0.74391,-1.427299,0.9623,-0.000725,-0.657884,-4.015924,0.9633,-1.089466,0.756636,-1.742948,0.964,0.031818,-0.616193,-3.556305,0.9346,-1.019428,0.719214,-1.268446,0.9504,0.283824,0.489252,0.249446,0.9999,-0.22352,0.510748,-0.25269,1.0,0.343864,1.268125,-0.01029,0.3009,-0.269936,1.292348,-1.017608,0.4732,0.331268,1.992486,1.376018,0.2299,-0.219375,2.121369,-0.337195,0.4846,0.261165,2.114744,1.42179,0.1041,-0.286627,2.272185,-0.355756,0.1281,0.559433,2.267163,0.003009,0.2895,-0.215936,2.38568,-2.04296,0.4297
pin_stand_290130401017393511.jpg,-0.032854,-0.832584,-3.551835,0.9998,0.024951,-0.915934,-3.346234,0.9996,0.089666,-0.922859,-3.349994,0.9996,0.144852,-0.927624,-3.348985,0.9997,-0.162907,-0.888431,-3.361896,0.9997,-0.218127,-0.877606,-3.367282,0.9997,-0.258867,-0.86961,-3.370707,0.9998,0.240923,-0.907278,-1.968964,0.9997,-0.283737,-0.841638,-2.01312,0.9993,0.137088,-0.774226,-2.97873,0.9998,-0.083363,-0.757845,-3.020859,0.9998,0.795513,-0.504848,-0.902508,1.0,-0.591756,-0.495152,-0.934254,0.9999,1.100321,0.037484,-0.372756,0.9691,-1.456794,-0.163985,-1.26296,0.9477,0.886439,0.455968,-1.676426,0.9842,-1.054437,0.154876,-3.427028,0.9643,0.855348,0.58816,-2.037658,0.9786,-0.904051,0.205939,-4.03281,0.951,0.79114,0.552628,-2.456436,0.9815,-0.821354,0.130935,-4.213397,0.9545,0.767993,0.499535,-1.839691,0.9733,-0.850254,0.112919,-3.556273,0.9361,0.35676,0.533568,-0.052454,0.9997,-0.560517,0.466432,0.049345,0.9997,-0.059564,1.330882,-0.386548,0.7436,-0.451121,1.23886,-1.234651,0.8255,-0.347403,2.100048,0.363303,0.8858,-0.210632,2.049322,-0.172505,0.8657,-0.351366,2.172626,0.337089,0.5022,-0.123428,2.12073,-0.120736,0.5066,-0.581782,2.492053,-1.546863,0.8717,-0.196382,2.437887,-1.793108,0.8511
pin_stand_291185932178707767.jpg,0.015593,-0.936865,-1.062095,0.9994,0.023297,-0.993967,-0.906071,0.9988,0.048587,-0.990312,-0.908221,0.9985,0.068378,-0.98688,-0.908342,0.9992,-0.053228,-0.998382,-1.00302,0.9993,-0.09621,-0.998212,-1.005978,0.9993,-0.1356,-0.995895,-1.00744,0.9995,0.029776,-0.948731,-0.11245,0.9994,-0.225369,-0.9526,-0.551161,0.9984,0.0302,-0.865536,-0.736541,0.9994,-0.063359,-0.867549,-0.88185,0.9994,0.26022,-0.507483,0.42266,0.9999,-0.516025,-0.492517,-0.184228,0.9999,0.81119,-0.236589,0.988945,0.5729,-0.941828,-0.028539,-0.321042,0.7967,0.407992,0.002059,0.589973,0.3715,-0.353645,0.131322,-0.848242,0.5643,0.340954,0.112491,0.484349,0.3497,-0.273147,0.244209,-1.04253,0.4937,0.317801,0.08389,0.40273,0.3527,-0.24867,0.22017,-1.052671,0.4848,0.325214,0.047896,0.566888,0.3108,-0.257041,0.185333,-0.855569,0.4222,0.34272,0.478955,0.183902,0.9999,-0.086915,0.521045,-0.18658,0.9999,0.276102,1.360424,0.128298,0.3856,0.241006,1.361421,-0.63104,0.5142,-0.00341,2.138323,0.717238,0.4483,0.544754,2.274207,-0.619311,0.7986,-0.105112,2.212984,0.737349,0.2184,0.577329,2.363107,-0.643381,0.3821,0.008588,2.466651,-0.040765,0.4605,0.586706,2.583444,-1.583583,0.7255
pin_stand_291537775868554011.jpg,0.004896,-0.798179,-1.56837,1.0,0.04628,-0.869302,-1.457415,0.9999,0.072959,-0.869398,-1.458968,0.9999,0.097219,-0.8714,-1.458511,1.0,-0.048963,-0.865946,-1.465864,1.0,-0.076089,-0.861179,-1.468052,1.0,-0.104563,-0.857248,-1.469182,1.0,0.121768,-0.842493,-0.702867,1.0,-0.139807,-0.825854,-0.737382,0.9999,0.06525,-0.734847,-1.254176,1.0,-0.05058,-0.734486,-1.277533,0.9999,0.288213,-0.522844,-0.129912,1.0,-0.281913,-0.477156,-0.182008,0.9999,0.39536,0.008061,0.244813,0.988,-0.576766,-0.101906,-0.140784,0.9397,0.386372,0.463381,-0.33441,0.9924,-0.408117,0.209735,-0.837086,0.9053,0.403134,0.629213,-0.505514,0.9853,-0.336238,0.22513,-1.066364,0.8659,0.345769,0.620822,-0.703812,0.9871,-0.319487,0.158445,-1.16031,0.8743,0.32389,0.563875,-0.414248,0.981,-0.329295,0.149081,-0.893052,0.8372,0.18851,0.500633,0.049287,0.9999,-0.19481,0.499367,-0.050601,0.9999,0.118404,1.286522,-0.071632,0.9418,-0.100504,1.26412,-0.257989,0.9464,0.083878,2.0503,0.586394,0.9674,-0.050929,2.06773,0.242301,0.9734,0.081322,2.132216,0.600749,0.725,-0.036518,2.150011,0.255965,0.7332,0.01975,2.345611,-0.360479,0.9644,-0.050237,2.336972,-0.692837,0.9666
pin_stand_292663675809434656.jpg,-0.022554,-0.876452,-1.909724,1.0,0.048235,-0.947686,-1.761432,1.0,0.09596,-0.949979,-1.764119,1.0,0.137993,-0.947189,-1.763152,1.0,-0.091218,-0.932133,-1.627477,1.0,-0.137027,-0.925122,-1.630339,0.9999,-0.16536,-0.91848,-1.631827,1.0,0.200399,-0.918045,-0.886561,1.0,-0.172187,-0.882331,-0.256015,0.9998,0.082235,-0.809083,-1.550723,1.0,-0.081886,-0.806566,-1.389926,0.9999,0.636595,-0.504401,-0.347041,1.0,-0.394132,-0.495599,0.7199,0.9998,0.895086,0.020368,0.185458,0.9852,-1.107495,-0.424051,0.559473,0.9459,0.692806,0.516342,0.125446,0.9904,-0.500782,-0.747971,-0.559251,0.9604,0.641357,0.671506,-0.038858,0.9817,-0.371767,-0.844746,-0.883247,0.9265,0.564434,0.648897,-0.213972,0.9827,-0.346432,-0.839235,-0.827334,0.9207,0.552929,0.595971,0.085629,0.972,-0.363455,-0.792826,-0.587655,0.8997,0.22944,0.521216,-0.283608,0.9999,-0.471903,0.478784,0.282708,0.9998,0.115908,1.355839,-0.583186,0.8394,-0.397874,1.348446,0.090641,0.7985,0.098339,2.154936,1.317014,0.9139,-0.238224,2.039395,2.178798,0.8345,0.109732,2.210529,1.436661,0.6417,-0.182097,2.088931,2.344181,0.4902,0.015759,2.438462,-0.020273,0.9143,-0.229936,2.323879,1.054665,0.8317
pin_stand_3025924745418320.jpg,-0.174622,-0.830658,-2.018406,0.9999,-0.163417,-0.916882,-1.90118,0.9998,-0.121666,-0.930322,-1.903115,0.9998,-0.085557,-0.943748,-1.902303,0.9998,-0.243664,-0.883898,-1.836605,0.9998,-0.262467,-0.87461,-1.83993,0.9999,-0.280804,-0.867445,-1.841876,0.9999,0.023866,-0.949141,-0.981002,0.9999,-0.260195,-0.855694,-0.663502,0.9998,-0.059553,-0.797857,-1.626645,0.9999,-0.158843,-0.759147,-1.554253,0.9999,0.524633,-0.549854,-0.261756,1.0,-0.389246,-0.450146,0.091325,1.0,0.708793,0.028593,-0.721192,0.988,-0.666983,0.117747,-0.334383,0.9676,0.355072,0.068309,-2.572192,0.9952,-0.24666,0.131709,-2.542663,0.9925,0.287324,0.150862,-3.06245,0.9938,-0.149555,0.231825,-3.12403,0.9917,0.188363,0.09933,-3.212582,0.9944,-0.055126,0.161996,-3.20679,0.9922,0.180169,0.085798,-2.657851,0.9896,-0.078112,0.137261,-2.638125,0.9849,0.216407,0.520534,-0.101702,0.9999,-0.351794,0.479466,0.100673,0.9999,-0.022212,1.390394,-0.411741,0.9455,-0.265465,1.422494,-0.156577,0.9669,0.026059,2.253434,0.900863,0.9634,-0.123107,2.311104,0.829683,0.9725,0.020669,2.323046,0.965615,0.7332,-0.090329,2.380318,0.878547,0.7513,0.032312,2.574781,-0.456092,0.9629,-0.082275,2.587894,-0.554405,0.9671
pin_stand_30891947441358438.jpg,-0.05641,-0.922265,-0.3121,0.9998,0.000212,-0.993981,-0.117815,0.9996,0.055511,-0.993589,-0.12016,0.9994,0.106377,-0.992433,-0.119812,0.9996,-0.107797,-0.985557,-0.08007,0.9998,-0.144371,-0.978937,-0.083752,0.9998,-0.178076,-0.973774,-0.085,0.9999,0.177795,-0.962528,0.718755,0.9996,-0.189347,-0.933705,0.900947,0.9997,0.04751,-0.856911,0.001956,0.9997,-0.097506,-0.846698,0.029577,0.9998,0.460081,-0.497353,0.918317,0.9999,-0.47053,-0.502647,1.176576,1.0,1.14062,-0.692375,0.618249,0.9848,-0.677831,0.084748,1.140914,0.9015,0.434097,-0.737833,1.048136,0.5578,-0.698383,0.637892,0.403608,0.9643,0.301036,-0.759653,0.986016,0.267,-0.727878,0.80661,0.192599,0.931,0.280438,-0.752174,1.103079,0.2407,-0.65415,0.812689,0.053656,0.9315,0.327156,-0.713159,1.100465,0.2354,-0.60475,0.757061,0.314169,0.9143,0.257775,0.479144,-0.039238,1.0,-0.247326,0.520856,0.036004,1.0,0.178623,1.458326,0.298409,0.7397,0.175208,1.507282,-0.549881,0.8635,0.091683,2.186274,1.041853,0.7298,0.486399,2.441622,-0.64041,0.9165,0.04863,2.256184,1.063785,0.3896,0.493053,2.549918,-0.686878,0.6428,0.089372,2.548776,0.116309,0.7539,0.738875,2.856078,-1.88511,0.9114
pin_stand_309904018107092640.jpg,0.140157,-0.807063,-3.752159,0.9999,0.194274,-0.872223,-3.546574,0.9997,0.241807,-0.868985,-3.549285,0.9997,0.27106,-0.867487,-3.549515,0.9998,0.070789,-0.882958,-3.628126,0.9998,0.03083,-0.885971,-3.631493,0.9999,-0.010045,-0.889034,-3.63354,0.9999,0.277304,-0.840985,-2.123914,0.9999,-0.082564,-0.869791,-2.504071,0.9997,0.182944,-0.739931,-3.164536,1.0,0.047041,-0.751099,-3.294362,1.0,0.489819,-0.469665,-0.727349,1.0,-0.536205,-0.530335,-1.496107,1.0,1.045435,-0.087164,0.058484,0.9892,-1.187346,-0.16212,-1.461286,0.9911,0.703221,0.136471,-1.161521,0.9884,-0.681488,0.159551,-2.907344,0.9931,0.573533,0.166132,-1.50913,0.9796,-0.505118,0.141176,-3.399766,0.9875,0.541755,0.114444,-1.731612,0.9816,-0.483587,0.105543,-3.505082,0.9889,0.564092,0.101166,-1.258299,0.9737,-0.522175,0.111872,-2.970781,0.9809,0.33926,0.495697,0.371271,0.9891,-0.292874,0.504303,-0.373377,0.9911,0.229945,1.266654,0.368448,0.2094,0.075874,1.291577,-1.085479,0.4049,0.16393,2.009036,2.719431,0.0328,0.097863,2.072757,0.559383,0.1159,0.112039,2.095514,2.89612,0.0339,0.049313,2.179591,0.679871,0.0418,0.219488,2.220857,1.905947,0.0307,0.318034,2.266202,-0.55763,0.0629
